file_number,category,doc_type,order_date,fsa,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-L-000350-26,L1,Amended Order,2026-04-10,K1E,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xTSYQIA4/LTB-L-000350-26-AM.pdf,text,"[2423.1, 186.0, 3060.38, 2250.0, 2250.0, 2250.0, 262.08, 734.3, 3060.38, 186.0, 2250.0, 262.08, 734.3]","[3060.38, 186.0, 2250.0]",734.3,arrears,enants moved out of the rental unit.  2. The Tenants shall pay to the Landlords >>>$734.30<<<. This amount includes rent arrears owing  up to the date the Tenants moved out,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-030480-26,L1,ExParte Order,2026-05-13,P1B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zlUxHIAU/LTB-L-030480-26-EX.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-099966-25,L1,Order,2026-02-18,L1K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tzfMnIAI/LTB-L-099966-25-HR - February 18 2026.pdf,text,"[2574.45, 84.64, 2574.45, 6000.0, 3563.95, 186.0, 2400.0, 3749.95, 3749.95, 6324.4, 293.46, 84.64, 9563.95, 186.0, 6000.0, 3749.95, 12138.4, 186.0, 6000.0, 6324.4, 7920.54, 186.0, 6000.0, 2400.0, 50000.0, 84.64]","[293.46, 9563.95, 186.0, 12138.4, 186.0, 7920.54, 186.0]",6324.4,arrears,"ary 28, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$6,324.40<<< if the payment is made on or before March 1, 2026. See Schedule 1 for  the calc",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-015444-26,L1,Order,2026-05-12,M1P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zVQXmIAO/LTB-L-015444-26-HR - May 12 2026.pdf,text,"[2400.0, 78.9, 2400.0, 2400.0, 7200.0, 186.0, 2400.0, 82.65, 7386.0, 3055.65, 78.9, 9600.0, 186.0, 2400.0, 7386.0, 7752.3, 186.0, 2400.0, 2400.0, 82.65, 3055.65, 50000.0, 78.9]","[9600.0, 186.0, 7752.3, 186.0]",7386.0,arrears,"tion was filed  - $2,400.00  Total the Tenant must pay to continue the tenancy  >>>$7,386.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100476-25,L1,Order,2026-02-11,L5H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tovTSIAY/LTB-L-100476-25_Feb 11 2026.pdf,text,"[8223.0, 8037.0, 186.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1223.0]",[186.0],8223.0,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$8,223.00<<<. This amount represents $8,037.00 for  arrears of rent up to February 28, 2026,",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009110-26,L1,Order,2026-04-17,L5K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y07yEIAQ/LTB-L-009110-26.pdf,text,"[2489.65, 4000.0, 4248.25, 186.0, 4.43, 3500.0, 500.0, 100.0, 1000.0, 4434.25, 1000.0, 1000.0, 1000.0, 1000.0, 434.35]",[],4434.25,arrears,"It is ordered that:  1. The Tenant shall pay to the Landlord >>>$4,434.25<<< for arrears of rent and the filing  fee up April 30, 2026.  2. The Tenant shall",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-078204-25,L1,Order,2026-01-13,P7C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rsjZeIAI/LTB-L-078204-25-HR.pdf,text,"[950.0, 31.23, 950.0, 1605.0, 3320.0, 186.0, 950.0, 121.03, 535.0, 1214.0, 3506.0, 1703.58, 31.23, 4925.0, 186.0, 1605.0, 3506.0, 4193.61, 186.0, 1605.0, 950.0, 121.03, 1703.58, 50000.0, 31.23]","[4925.0, 186.0, 4193.61, 186.0]",3506.0,arrears,"tion was filed  - $1,605.00  Total the Tenant must pay to continue the tenancy  >>>$3,506.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-109014-25,L1,Order,2026-03-24,L6E,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wHkORIA0/LTB-L-109014-25-Consent Order final.pdf,text,"[2533.6, 5141.05, 449.0, 1920.53, 300.0, 2570.53, 186.0, 7786.8, 10357.33, 10357.33, 466.4, 1920.53, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 120.53, 10357.33, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 466.4, 96.53]","[186.0, 7786.8, 10357.33]",1920.53,arrears,"rdered on consent that:  1. The Tenant, Fatona Funmi, shall pay to the Landlord >>>$1,920.53<<< for arrears of  rent up to December 27, 2025.  2. The Tenant, Fatona Funmi, sha",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-017213-26,L1,ExParte Order,2026-04-21,L2R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yMlSPIA0/LTB-L-017213-26-EX.pdf,text,[],[],,,,no dollar amount found
LTB-L-088658-25,L1,Order,2026-01-22,L4S,"https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sMybJIAS/LTB-L-088658-25-HR January 22, 2026 cert.pdf",text,"[3969.75, 130.51, 3969.75, 5000.0, 36667.25, 186.0, 36853.25, 40823.0, 33666.56, 130.51, 41667.25, 186.0, 5000.0, 36853.25, 45637.0, 186.0, 5000.0, 40823.0, 38480.56, 186.0, 5000.0, 33666.56, 50000.0, 130.51]","[41667.25, 186.0, 45637.0, 186.0, 38480.56, 186.0]",40823.0,arrears,"ary 31, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$40,823.00<<< if the payment is made on or before February 2, 2026. See Schedule 1  for the c",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-013862-26,L1,Order,2026-04-27,P6B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yaqTnIAI/LTB-L-013862-26-HR.pdf,text,"[976.68, 32.11, 976.68, 1900.0, 903.82, 186.0, 986.21, 4.65, 1089.82, 2066.5, 3043.18, 139.19, 32.11, 2803.82, 186.0, 1900.0, 1089.82, 3780.5, 186.0, 1900.0, 2066.5, 4757.18, 186.0, 1900.0, 3043.18, 2565.67, 186.0, 1900.0, 986.21, 4.65, 50000.0, 32.11]","[139.19, 2803.82, 186.0, 3780.5, 186.0, 4757.18, 186.0, 2565.67, 186.0]",3043.18,arrears,"May 31, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$3,043.18<<< if the payment is made on or before June 30, 2026. See Schedule 1 for  the calc",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-103088-25,L1,Order,2026-04-23,M1T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y51YoIAI/LTB-L-103088-25-HR.pdf,text,"[1728.49, 56.83, 1728.49, 7475.7, 304.39, 887.0, 554.41, 554.41, 887.0, 304.39, 186.0, 1703.22, 8.82, 490.39]",[],490.39,arrears,"It is ordered that:  1. The Tenants shall pay to the Landlord >>>$490.39<<<, which represents the balance of rent  arrears and costs owing to March 31, 202",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-102421-25,L1,ExParte Order,2026-01-23,M3L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000slHxbIAE/LTB-L-102421-25-EX-signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-000089-26,L1,Order,2026-03-20,L6X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vesKNIAY/LTB-L-000089-26-HR.pdf,text,"[3000.0, 98.63, 3000.0, 12900.0, 186.0, 3000.0, 45.39, 13086.0, 5026.91, 98.63, 12900.0, 186.0, 13086.0, 10886.3, 186.0, 3000.0, 45.39, 8026.91, 50000.0, 98.63]","[12900.0, 186.0, 13086.0, 10886.3, 186.0, 3000.0]",5026.91,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$5,026.91<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-108109-25,L1,Order,2026-03-19,M1V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vdyulIAA/LTB-L-108109-25_Consent - March 19 2026.pdf,text,"[8021.0, 7835.0, 186.0, 2000.0, 1003.5]","[8021.0, 7835.0, 186.0]",2000.0,arrears,"o the Landlord the amount set out in paragraph 1 of this order as  follows:  a) >>>$2,000.00<<< on or before March 31, 2026 (arrears); AND    b) $1,003.50 per month due on or",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-083566-25,L1,Order,2026-01-14,L5A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000qoWl7IAE/LTB-L-083566-25-L1 - Jan 14 2026.pdf,text,"[1827.13, 60.07, 1827.13, 5652.32, 526.74, 186.0, 1763.26, 141.66, 712.74, 1998.12, 60.07, 6179.06, 186.0, 5652.32, 712.74, 5373.12, 186.0, 5652.32, 1763.26, 141.66, 50000.0, 60.07]","[1998.12, 6179.06, 186.0, 5373.12, 186.0]",712.74,arrears,"ion was filed  - $5,652.32  Total the Tenants must pay to continue the tenancy  >>>$712.74<<<  B. Amount the Tenants must pay if the tenancy is terminated  Rent Owing to Hea",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099004-25,L1,Order,2026-02-17,L4X,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tpV3mIAE/LTB-L-099004-25-HR.pdf,text,"[3065.2, 100.77, 3065.2, 1600.0, 12529.32, 186.0, 3412.05, 6.87, 3500.0, 12715.32, 6634.28, 100.77, 14129.32, 186.0, 1600.0, 12715.32, 11467.2, 186.0, 1600.0, 3412.05, 6.87, 6634.28, 50000.0, 100.77]","[14129.32, 186.0, 11467.2, 186.0]",12715.32,arrears,"tion was filed  - $1,600.00  Total the Tenant must pay to continue the tenancy  >>>$12,715.32<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing to Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-001706-26,L1,Order,2026-03-26,L6H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wSlAlIAK/LTB-L-001706-26-HR.pdf,text,"[5069.0, 282.0, 275.0]",[],5069.0,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$5,069.00<<< for arrears of rent up to March 31, 2026  and costs.  2. The Tenant shall pay t",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009685-26,L1,Order,2026-05-13,N5L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zSjwlIAC/LTB-L-009685-26-HR - May 13 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-087563-25,L1,Amended Order,2026-02-10,M6H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tlGxnIAE/LTB-L-087563-25-AM-Signed.pdf,text,"[1470.87, 48.36, 1470.87, 2940.1, 8825.22, 7356.09, 186.0, 1711.66, 9011.32, 7542.09, 10482.19, 9012.96, 6380.72, 4743.59, 48.36, 11765.22, 10296.19, 186.0, 2940.1, 9011.32, 7542.09, 13236.09, 11767.06, 186.0, 2940.1, 10482.19, 9012.96, 10846.48, 9377.35, 186.0, 2940.1, 1711.66, 6380.72, 4743.59, 50000.0, 48.36]","[11765.22, 10296.19, 186.0, 13236.09, 11767.06, 186.0, 10846.48, 9377.35, 186.0]",10482.19,arrears,"ary 31, 2026. See  Schedule 1 for the calculation of the amount owing.   OR  •  >>>$10,482.19<<<  $9,012.96 if the payment is made on or before February 28, 2026. See  Schedule",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-080631-25,L1,Order,2026-04-07,M6M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wnHRhIAM/LTB-L-080631-25-HR - April 7 2026.pdf,text,"[2701.0, 13132.0, 4845.0, 186.0, 5031.0, 200.0, 5031.0, 200.0, 31.0]",[],5031.0,arrears,"It is ordered that:  1. The Tenants shall pay to the Landlord >>>$5,031.00<<< for arrears of rent up to March  31, 2026, and costs.  2. The Tenants shall pay",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-021399-26,L1,Order,2026-05-29,N4B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010O3XMIA0/LTB-L-021399-26 cert.pdf,text,"[380.0, 600.0, 202.0]",[380.0],600.0,ambiguous-max,"paragraph 1 in accordance with  the following schedule:  AMOUNT DUE  DUE DATE  >>>$600.00<<<  On or before the 15th day of each month for 6  months from June 15, 2026 to No","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-005073-26,L1,Order,2026-04-07,M4H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x8JGRIA2/LTB-L-005073-26-HR.pdf,text,"[1148.98, 37.77, 1148.98, 3200.0, 2176.55, 186.0, 1097.91, 33.26, 2362.55, 157.94, 37.77, 5376.55, 186.0, 3200.0, 2362.55, 4303.11, 186.0, 3200.0, 1097.91, 33.26, 157.94, 50000.0, 37.77]","[5376.55, 186.0, 4303.11, 186.0]",2362.55,arrears,"ion was filed  - $3,200.00  Total the Tenants must pay to continue the tenancy  >>>$2,362.55<<<  B. Amount the Tenants must pay if the tenancy is terminated  Rent Owing to Hea",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-021606-26,L1,Order,2026-05-13,L1P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zc47ZIAQ/LTB-L-021606-26.pdf,text,"[3470.95, 186.0, 270.95, 400.0, 400.0]",[186.0],3470.95,arrears,"it is ordered that:    1. The Tenant shall pay to the Landlord >>>$3 470.95<<<, representing the rent arrears up to and  including May 31, 2026 and the $186.0",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-105417-25,L1,Order,2026-03-05,L4T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ustnLIAQ/LTB-L-105417-25-HR.pdf,text,"[2700.0, 88.77, 2700.0, 4036.0, 2728.0, 186.0, 2700.0, 13.51, 5614.0, 280.26, 88.77, 9464.0, 186.0, 4036.0, 5614.0, 6283.25, 186.0, 4036.0, 2700.0, 13.51, 50000.0, 88.77]","[280.26, 9464.0, 186.0, 6283.25, 186.0]",5614.0,arrears,"tion was filed  - $4,036.00  Total the Tenant must pay to continue the tenancy  >>>$5,614.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-006908-24,L1,Order,2026-02-26,L8N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uIMt5IAG/LTB-L-006908-24 LTB-T-007688-24 and LTB-T-095569-23 Unit 2 - 17 Wentworth.pdf,text,[],[],,,,no dollar amount found
LTB-L-007581-26,L1,Order,2026-04-07,M4S,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x0XdHIAU/LTB-L-007581-26-HR.pdf,text,"[4253.01, 1500.0, 700.0, 1500.0, 1253.01]",[],4253.01,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$4,253.01<<< for arrears of rent up to April 30, 2026 and  costs.  2. The Tenant shall pay t",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-098768-25,L1,Order,2026-02-19,N4S,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uIhuRIAS/LTB-L-098768-25-HR.pdf,text,"[1950.0, 64.11, 1950.0, 18400.0, 186.0, 1950.0, 64.68, 18586.0, 20536.0, 15775.3, 64.11, 18400.0, 186.0, 18586.0, 20350.0, 186.0, 20536.0, 17603.98, 186.0, 1950.0, 64.68, 15775.3, 50000.0, 64.11]","[18400.0, 186.0, 18586.0, 20350.0, 186.0, 20536.0, 17603.98, 186.0, 1950.0]",20536.0,arrears,"ary 28, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$20,536.00<<< if the payment is made on or before March 2, 2026. See Schedule 1 for  the calc",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-006001-26,L1,ExParte Order,2026-02-20,M9C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uMIEEIA4/LTB-L-006001-26-EX-signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-102574-25,L1,Order,2026-02-24,N5Y,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uXmiQIAS/LTB-L-102574-25-HR_L1Standard(DRO).pdf,text,"[1832.69, 60.25, 1832.69, 9250.38, 186.0, 9436.38, 11269.07, 8748.44, 60.25, 9250.38, 186.0, 9436.38, 11083.07, 186.0, 11269.07, 8562.44, 186.0, 8748.44, 50000.0, 60.25]","[9250.38, 186.0, 9436.38, 11083.07, 186.0, 11269.07, 8562.44]",11269.07,arrears,"ary 28, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$11,269.07<<< if the payment is made on or before March 31, 2026. See Schedule 1  for the cal",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-010768-26,L1,Order,2026-04-30,N6C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yV0pHIAS/12. LTB-L-010768-26-HR - April 30 2026 (CERTIFIED).pdf,text,"[1561.5, 51.34, 1561.5, 6246.0, 186.0, 1450.0, 6.17, 6432.0, 7993.5, 4184.43, 51.34, 6246.0, 186.0, 6432.0, 7807.5, 186.0, 7993.5, 5454.6, 186.0, 1450.0, 6.17, 4184.43, 50000.0, 51.34]","[6246.0, 186.0, 6432.0, 7807.5, 186.0, 7993.5, 5454.6, 186.0, 1450.0]",4184.43,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$4,184.43<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-010945-26,L1,Review Order,2026-05-21,L6H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010JNWfIAO/LTB-L-010945-26-RV.pdf,text,[],[],,,,no dollar amount found
LTB-L-097757-25,L1,Order,2026-02-12,L8V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000td1SoIAI/LTB-L-097757-25 - February 12 2026.pdf,text,"[1799.0, 5751.9, 80.0, 186.0, 1799.0, 29.08, 4189.82, 5751.9, 186.0, 80.0, 1799.0, 29.08, 4189.82]","[5751.9, 186.0, 80.0]",4189.82,arrears,"e Tenant moved out of the rental unit.  2. The Tenant shall pay to the Landlord >>>$4,189.82<<<. This amount includes rent arrears owing  up to the date the Tenant moved out o",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-103876-25,L1,Amended Order,2026-03-31,K7P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wrvN3IAI/LTB-L-103876-25-HR-AM.pdf,text,"[17986.0, 1500.0, 1486.0]",[],17986.0,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$17,986.00<<< for arrears of rent up to February 28,  2026 and costs.  2. The Tenant shall pa",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-014178-26,L1,Order,2026-04-16,K1V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xdIOHIA2/LTB-L-014178-26-HR_Certified.pdf,text,[],[],,,,no dollar amount found
